Process ID=1508,Messaging Broker Name=AISEmbeddedBroker,Broker Memory Limit=52428800,Broker Store Limit=1073741824
Time,CPU Usage,Threads,Handles,Private Bytes,Virtual Bytes,Available Bytes,Broker Memory Usage,Broker Store Usage,Total Messages Enqueued,Total Messages Dequeued,Number of Pending Messages,Number of Queues,Number of Topics,Total CPU Usage, Process - IO Read Operations/sec, Process - IO Write Operations/sec, System - File Read Operations/sec, System - File Write Operations/sec
2017-Feb-07 16:13:00.231,0.156,109,2181,20538638336,27973554176,2983907328,0,1,0,0,0,0,0,46.253,0,6,291,20
2017-Feb-07 16:13:10.246,0.000,109,2181,20538638336,27973554176,2983563264,0,1,0,0,0,0,0,6.220,0,7,499,10
2017-Feb-07 16:13:20.261,0.000,109,2183,20538638336,27973554176,2984480768,0,1,0,0,0,0,0,5.753,0,6,31,18
2017-Feb-07 16:13:30.276,0.000,109,2183,20538638336,27973554176,2988490752,0,1,0,0,0,0,0,4.351,0,6,19,8
2017-Feb-07 16:13:40.291,3.271,109,2183,20538638336,27973554176,2988556288,0,1,0,0,0,0,0,8.713,0,6,19,10
2017-Feb-07 16:13:50.306,0.156,108,2181,20538609664,27971457024,2988888064,0,1,0,0,0,0,0,6.065,0,3,19,7
2017-Feb-07 16:14:00.321,0.000,108,2181,20538609664,27971457024,2988826624,0,1,0,0,0,0,0,4.195,0,9,20,14
2017-Feb-07 16:14:10.336,0.156,108,2181,20538609664,27971457024,2988982272,0,1,0,0,0,0,0,5.286,0,4,17,6
2017-Feb-07 16:14:20.351,0.156,109,2181,20538638336,27973554176,2989539328,0,1,0,0,0,0,0,5.753,0,6,30,21
2017-Feb-07 16:14:30.366,0.000,109,2181,20538638336,27973554176,2988965888,0,1,0,0,0,0,0,3.884,0,6,18,16
2017-Feb-07 16:14:40.381,3.115,109,2181,20538638336,27973554176,2994073600,0,1,0,0,0,0,0,12.295,0,6,300,49
2017-Feb-07 16:14:50.380,0.468,109,2183,20538638336,27973554176,2995003392,0,1,0,0,0,0,0,7.010,0,6,31,14
2017-Feb-07 16:15:00.380,0.468,109,2183,20538638336,27973554176,2993299456,0,1,0,0,0,0,0,26.824,0,6,130,17
2017-Feb-07 16:15:10.395,0.000,109,2183,20538638336,27973554176,2993238016,0,1,0,0,0,0,0,32.234,0,7,383,46
2017-Feb-07 16:15:20.410,0.000,109,2183,20538638336,27973554176,2993377280,0,1,0,0,0,0,0,8.557,0,6,392,41
2017-Feb-07 16:15:30.425,0.312,108,2181,20538613760,27971457024,2993373184,0,1,0,0,0,0,0,2.482,0,6,17,8
2017-Feb-07 16:15:40.440,1.869,108,2180,20538613760,27971457024,2995003392,0,1,0,0,0,0,0,7.155,0,6,157,11
2017-Feb-07 16:15:50.455,1.246,109,2181,20538638336,27973554176,2994688000,0,1,0,0,0,0,0,6.220,0,6,20,10
2017-Feb-07 16:16:00.470,0.000,109,2181,20538638336,27973554176,2994278400,0,1,0,0,0,0,0,3.105,0,6,56,8
2017-Feb-07 16:16:10.485,0.000,109,2181,20538638336,27973554176,2994049024,0,1,0,0,0,0,0,3.728,0,7,49,10
2017-Feb-07 16:16:20.484,0.156,109,2183,20538638336,27973554176,2992599040,0,1,0,0,0,0,0,9.974,0,6,96,17
2017-Feb-07 16:16:30.499,0.156,109,2183,20538638336,27973554176,2992607232,0,1,0,0,0,0,0,4.974,0,6,61,20
2017-Feb-07 16:16:40.514,0.000,109,2183,20538638336,27973554176,2992459776,0,1,0,0,0,0,0,5.130,0,6,21,9
2017-Feb-07 16:16:50.529,3.115,108,2181,20538609664,27971457024,2993508352,0,1,0,0,0,0,0,9.336,0,6,43,18
2017-Feb-07 16:17:00.544,0.156,108,2181,20538609664,27971457024,2986082304,0,1,0,0,0,0,0,14.943,0,6,192,59
2017-Feb-07 16:17:10.559,0.000,108,2181,20538609664,27971457024,2986483712,0,1,0,0,0,0,0,47.810,0,7,199,12
2017-Feb-07 16:17:20.574,0.000,109,2181,20538638336,27973554176,2985299968,0,1,0,0,0,0,0,7.311,0,6,49,17
2017-Feb-07 16:17:30.574,2.184,109,2181,20538638336,27973554176,2986418176,0,1,0,0,0,0,0,9.818,0,6,86,8
2017-Feb-07 16:17:40.573,0.468,109,2181,20538638336,27973554176,2990215168,0,1,0,0,0,0,0,5.918,0,6,79,9
2017-Feb-07 16:17:50.588,3.115,109,2183,20538638336,27973554176,2993000448,0,1,0,0,0,0,0,9.336,0,6,21,15
2017-Feb-07 16:18:00.588,0.156,109,2183,20538638336,27973554176,2992459776,0,1,0,0,0,0,0,3.266,0,6,18,8
2017-Feb-07 16:18:10.587,0.624,109,2183,20538638336,27973554176,2987622400,0,1,0,0,0,0,0,10.910,0,8,514,10
2017-Feb-07 16:18:20.586,0.312,109,2183,20538638336,27973554176,2989654016,0,1,0,0,0,0,0,33.688,0,6,86,28
2017-Feb-07 16:18:30.601,0.000,108,2181,20538613760,27971457024,2990358528,0,1,0,0,0,0,0,6.065,0,6,865,10
2017-Feb-07 16:18:40.616,0.000,108,2181,20538613760,27971457024,2990575616,0,1,0,0,0,0,0,6.999,0,6,34,9
2017-Feb-07 16:18:50.631,3.115,109,2181,20538638336,27973554176,2991689728,0,1,0,0,0,0,0,8.557,0,6,51,20
2017-Feb-07 16:19:00.646,0.156,109,2181,20538638336,27973554176,2992771072,0,1,0,0,0,0,0,4.351,0,6,37,10
2017-Feb-07 16:19:10.661,0.000,109,2181,20538638336,27973554176,2991693824,0,1,0,0,0,0,0,45.785,0,7,207,11
2017-Feb-07 16:19:20.676,0.156,109,2183,20538638336,27973554176,2992488448,0,1,0,0,0,0,0,13.541,0,6,77,19
2017-Feb-07 16:19:30.691,0.000,109,2183,20538638336,27973554176,2992492544,0,1,0,0,0,0,0,4.507,0,6,24,10
2017-Feb-07 16:19:40.706,0.156,109,2183,20538638336,27973554176,2992701440,0,1,0,0,0,0,0,5.909,0,6,39,9
2017-Feb-07 16:19:50.721,3.115,108,2181,20538609664,27971457024,2993975296,0,1,0,0,0,0,0,8.557,0,6,43,11
2017-Feb-07 16:20:00.736,0.000,108,2181,20538609664,27971457024,2995064832,0,1,0,0,0,0,0,4.351,0,6,48,8
2017-Feb-07 16:20:10.751,0.000,108,2181,20538609664,27971457024,2995044352,0,1,0,0,0,0,0,3.728,0,7,41,10
2017-Feb-07 16:20:20.766,0.000,109,2181,20538638336,27973554176,2995838976,0,1,0,0,0,0,0,5.286,0,6,36,18
2017-Feb-07 16:20:30.766,0.156,109,2181,20538638336,27973554176,2996723712,0,1,0,0,0,0,0,3.734,0,6,38,9
2017-Feb-07 16:20:40.781,0.156,109,2181,20538638336,27973554176,2996678656,0,1,0,0,0,0,0,5.753,0,6,20,10
2017-Feb-07 16:20:50.796,3.115,109,2183,20538638336,27973554176,2997772288,0,1,0,0,0,0,0,8.557,0,6,30,9
2017-Feb-07 16:21:00.811,0.156,109,2183,20538638336,27973554176,2997616640,0,1,0,0,0,0,0,4.040,0,3,18,5
2017-Feb-07 16:21:10.810,0.000,109,2183,20538638336,27973554176,2990489600,0,1,0,0,0,0,0,9.194,0,11,62,17
2017-Feb-07 16:21:20.825,0.000,109,2183,20538638336,27973554176,2988425216,0,1,0,0,0,0,0,49.524,0,3,1423,21
2017-Feb-07 16:21:30.825,0.156,108,2181,20538613760,27971457024,2988441600,0,1,0,0,0,0,0,5.138,0,6,25,9
2017-Feb-07 16:21:40.840,0.000,108,2180,20538707968,27971457024,2979291136,0,1,0,0,0,0,0,17.903,0,6,1477,2687
2017-Feb-07 16:21:50.855,3.271,109,2180,20538732544,27973554176,2980814848,0,1,0,0,0,0,0,10.115,0,6,21,10
2017-Feb-07 16:22:00.885,35.926,109,2176,20538732544,27973554176,2976354304,0,1,0,0,0,0,0,56.134,0,6,113,23
2017-Feb-07 16:22:10.885,50.079,109,2180,20540174336,27973554176,2988982272,0,1,0,0,0,0,0,58.962,2,7,21,10
2017-Feb-07 16:22:20.884,63.808,109,2182,20540174336,27973554176,2978299904,0,1,0,0,0,0,0,72.378,0,6,32,17
2017-Feb-07 16:22:30.884,53.668,109,2182,20541042688,27973554176,2967728128,0,1,0,0,0,0,0,62.706,0,6,27,9
2017-Feb-07 16:22:40.883,52.263,109,2182,20541042688,27973554176,2973954048,0,1,0,0,0,0,0,61.458,0,6,41,11
2017-Feb-07 16:22:50.882,57.256,108,2180,20541014016,27971457024,2967400448,0,1,0,0,0,0,0,67.542,0,6,27,9
2017-Feb-07 16:23:00.897,48.288,108,2180,20543217664,27973656576,2968453120,0,1,0,0,0,0,0,54.820,0,6,18,8
2017-Feb-07 16:23:10.897,30.578,108,2180,20541014016,27971457024,2962649088,0,1,0,0,0,0,0,41.488,0,8,548,12
2017-Feb-07 16:23:20.912,45.328,109,2180,20551024640,27983515648,2960105472,0,1,0,0,0,0,0,101.394,0,6,210,20
2017-Feb-07 16:23:30.927,35.515,110,2182,20541071360,27975651328,2959110144,0,1,0,0,0,0,0,43.137,0,6,24,10
2017-Feb-07 16:23:40.942,31.777,110,2182,20541071360,27975651328,2965970944,0,1,0,0,0,0,0,39.399,0,6,51,9
2017-Feb-07 16:23:50.941,63.652,110,2182,20541071360,27975651328,2945179648,0,1,0,0,0,0,0,72.222,0,6,36,10
2017-Feb-07 16:24:00.956,57.634,110,2182,20546523136,27981090816,2941919232,0,1,0,0,0,0,0,64.633,0,6,38,8
2017-Feb-07 16:24:10.971,67.291,110,2182,20549246976,27983810560,2939817984,0,1,0,0,0,0,0,79.898,0,7,29,10
2017-Feb-07 16:24:20.986,46.574,110,2182,20541071360,27975651328,2944835584,0,1,0,0,0,0,0,56.377,0,6,59,18
2017-Feb-07 16:24:31.001,54.674,109,2180,20543905792,27990134784,2936995840,0,1,0,0,0,0,0,59.804,0,6,45,9
2017-Feb-07 16:24:41.001,58.192,108,2180,20556611584,28000747520,2929823744,0,1,0,0,0,0,0,68.478,0,6,138,22
2017-Feb-07 16:24:51.000,34.946,109,2180,20543901696,27990134784,2934329344,0,1,0,0,0,0,0,42.113,0,6,89,21
2017-Feb-07 16:25:00.999,21.685,110,2181,20543930368,27992231936,2939019264,0,1,0,0,0,0,0,24.639,0,6,99,13
2017-Feb-07 16:25:10.999,22.777,110,2181,20543930368,27992231936,2941743104,0,1,0,0,0,0,0,30.880,0,8,89,75
2017-Feb-07 16:25:21.014,19.315,110,2181,20543930368,27992231936,2931408896,0,1,0,0,0,0,0,33.168,0,6,75,31
2017-Feb-07 16:25:31.013,24.806,110,2181,20565598208,28013858816,2893152256,0,1,0,0,0,0,0,67.074,0,6,179,21
2017-Feb-07 16:25:41.013,51.639,110,2181,20543930368,27992231936,2907136000,0,1,0,0,0,0,0,61.146,0,6,266,9
2017-Feb-07 16:25:51.028,28.350,109,2179,20543901696,27990134784,2908192768,0,1,0,0,0,0,0,36.439,0,6,26,11
2017-Feb-07 16:26:01.027,21.529,109,2179,20543901696,27990134784,2910466048,0,1,0,0,0,0,0,29.944,0,6,36,10
2017-Feb-07 16:26:11.042,19.627,108,2179,20543873024,27988037632,2904829952,0,1,0,0,0,0,0,22.888,0,7,57,10
2017-Feb-07 16:26:21.057,19.938,109,2179,20543901696,27990134784,2895872000,0,1,0,0,0,0,0,26.937,0,6,70,18
2017-Feb-07 16:26:31.072,18.069,109,2179,20543901696,27990134784,2879107072,0,1,0,0,0,0,0,23.666,0,6,39,9
2017-Feb-07 16:26:41.072,15.445,109,2179,20543901696,27990134784,2871037952,0,1,0,0,0,0,0,21.675,0,6,60,19
2017-Feb-07 16:26:51.071,16.849,109,2181,20543901696,27990134784,2860093440,0,1,0,0,0,0,0,23.235,0,6,35,10
2017-Feb-07 16:27:01.086,17.446,109,2181,20543901696,27990134784,2821734400,0,1,0,0,0,0,0,55.599,0,6,549,278
2017-Feb-07 16:27:11.101,33.957,109,2181,20543901696,27990134784,2818531328,0,1,0,0,0,0,0,65.256,0,7,324,150
2017-Feb-07 16:27:21.100,87.678,109,2180,20543901696,27990134784,2820030464,0,1,0,0,0,0,0,100.148,0,6,31,18
2017-Feb-07 16:27:31.115,57.167,108,2179,20543877120,27988037632,2814996480,0,1,0,0,0,0,0,106.067,0,3,221,8
2017-Feb-07 16:27:41.115,75.977,108,2180,20543877120,27988037632,2818281472,0,1,0,0,0,0,0,89.852,0,9,49,19
2017-Feb-07 16:27:51.130,3.271,109,2179,20543901696,27990134784,2818494464,0,1,0,0,0,0,0,8.713,0,3,50,7
2017-Feb-07 16:28:01.145,80.843,109,2179,20543901696,27990134784,2818424832,0,1,0,0,0,0,0,87.375,3,6,52,8
2017-Feb-07 16:28:11.160,95.641,109,2179,20555505664,28001718272,2810580992,0,1,0,0,0,0,0,109.806,0,7,518,11
2017-Feb-07 16:28:21.175,96.887,109,2181,20546105344,27992334336,2810802176,0,1,0,0,0,0,0,111.052,0,6,40,18
2017-Feb-07 16:28:31.190,98.445,109,2181,20547534848,27993763840,2812342272,0,1,0,0,0,0,0,108.560,0,6,91,11
2017-Feb-07 16:28:41.205,97.355,109,2181,20547371008,27991601152,2813284352,0,1,0,0,0,0,0,112.298,0,6,329,34
2017-Feb-07 16:28:51.220,101.093,108,2178,20545875968,27988037632,2813173760,0,1,0,0,0,0,0,114.634,0,6,36,9
2017-Feb-07 16:29:01.235,100.003,108,2179,20591861760,28033933312,2798714880,0,1,0,0,0,0,0,106.223,0,6,94,10
2017-Feb-07 16:29:11.250,99.847,108,2179,20551327744,27993477120,2813403136,0,1,0,0,0,0,0,105.600,0,7,123,9
2017-Feb-07 16:29:21.265,84.582,109,2180,20545904640,27990134784,2815913984,0,1,0,0,0,0,0,94.540,0,6,122,18
2017-Feb-07 16:29:31.280,0.156,109,2180,20545904640,27990134784,2814988288,0,1,0,0,0,0,0,28.028,0,6,196,10
2017-Feb-07 16:29:41.295,0.000,109,2180,20545904640,27990134784,2817916928,0,1,0,0,0,0,0,22.576,0,6,118,10
2017-Feb-07 16:29:51.310,3.115,109,2182,20545904640,27990134784,2820882432,0,1,0,0,0,0,0,9.803,0,6,64,10
2017-Feb-07 16:30:01.325,0.000,109,2182,20545904640,27990134784,2820923392,0,1,0,0,0,0,0,3.261,0,6,89,11
2017-Feb-07 16:30:11.340,0.000,109,2182,20545904640,27990134784,2820751360,0,1,0,0,0,0,0,4.195,0,7,63,10
2017-Feb-07 16:30:21.355,0.000,109,2182,20545904640,27990134784,2820333568,0,1,0,0,0,0,0,5.286,0,6,115,18
2017-Feb-07 16:30:31.370,0.000,108,2180,20545880064,27988037632,2820374528,0,1,0,0,0,0,0,3.417,0,6,88,9
2017-Feb-07 16:30:41.385,0.000,108,2180,20545880064,27988037632,2820325376,0,1,0,0,0,0,0,5.130,0,6,98,8
2017-Feb-07 16:30:51.400,3.427,109,2180,20545904640,27990134784,2821836800,0,1,0,0,0,0,0,9.803,0,6,78,9
2017-Feb-07 16:31:01.415,0.000,109,2180,20545904640,27990134784,2821328896,0,1,0,0,0,0,0,3.417,0,6,57,8
2017-Feb-07 16:31:11.430,0.000,109,2180,20545904640,27990134784,2821591040,0,1,0,0,0,0,0,3.417,0,7,45,10
2017-Feb-07 16:31:21.445,0.000,109,2182,20545904640,27990134784,2822479872,0,1,0,0,0,0,0,5.597,0,6,62,18
2017-Feb-07 16:31:31.460,0.000,109,2182,20545904640,27990134784,2822983680,0,1,0,0,0,0,0,3.572,0,6,42,9
2017-Feb-07 16:31:41.475,0.156,109,2182,20545904640,27990134784,2823278592,0,1,0,0,0,0,0,47.343,0,6,220,11
2017-Feb-07 16:31:51.490,3.115,108,2179,20545875968,27988037632,2823962624,0,1,0,0,0,0,0,8.868,0,6,31,10
2017-Feb-07 16:32:01.505,0.000,108,2180,20545875968,27988037632,2821492736,0,1,0,0,0,0,0,7.311,0,6,160,17
2017-Feb-07 16:32:11.520,0.000,108,2180,20545875968,27988037632,2818236416,0,1,0,0,0,0,0,24.134,0,7,110,26
2017-Feb-07 16:32:21.535,0.000,109,2180,20545904640,27990134784,2825187328,0,1,0,0,0,0,0,10.270,0,6,35,18
2017-Feb-07 16:32:31.550,0.000,109,2180,20545904640,27990134784,2824318976,0,1,0,0,0,0,0,5.753,0,6,25,9
2017-Feb-07 16:32:41.565,0.000,109,2180,20545904640,27990134784,2825060352,0,1,0,0,0,0,0,5.286,0,6,22,8
2017-Feb-07 16:32:51.580,3.271,109,2182,20545904640,27990134784,2826452992,0,1,0,0,0,0,0,10.582,0,6,383,34
2017-Feb-07 16:33:01.595,0.156,109,2182,20545904640,27990134784,2827517952,0,1,0,0,0,0,0,3.261,0,6,109,16
2017-Feb-07 16:33:11.610,0.000,109,2182,20545904640,27990134784,2825457664,0,1,0,0,0,0,0,5.130,0,7,756,12
2017-Feb-07 16:33:21.609,0.312,109,2182,20545904640,27990134784,2824867840,0,1,0,0,0,0,0,6.698,0,6,132,17
2017-Feb-07 16:33:31.624,0.156,108,2180,20545880064,27988037632,2825015296,0,1,0,0,0,0,0,4.507,0,6,66,8
2017-Feb-07 16:33:41.639,0.156,108,2180,20545880064,27988037632,2826887168,0,1,0,0,0,0,0,47.031,0,6,268,10
2017-Feb-07 16:33:51.654,3.115,109,2180,20545904640,27990134784,2827988992,0,1,0,0,0,0,0,9.647,0,6,143,11
2017-Feb-07 16:34:01.669,0.000,109,2179,20545904640,27990134784,2827755520,0,1,0,0,0,0,0,3.572,0,6,17,8
2017-Feb-07 16:34:11.684,0.156,109,2180,20545904640,27990134784,2828853248,0,1,0,0,0,0,0,4.351,0,7,63,10
2017-Feb-07 16:34:21.699,0.000,109,2182,20545904640,27990134784,2828349440,0,1,0,0,0,0,0,5.597,0,6,80,18
2017-Feb-07 16:34:31.714,0.156,109,2182,20545904640,27990134784,2827210752,0,1,0,0,0,0,0,19.305,0,6,120,52
2017-Feb-07 16:34:41.729,0.312,109,2182,20545904640,27990134784,2827194368,0,1,0,0,0,0,0,7.155,0,6,60,20
2017-Feb-07 16:34:51.745,3.271,109,2182,20545904640,27990134784,2827116544,0,1,0,0,0,0,0,8.090,0,6,20,9
2017-Feb-07 16:35:01.760,0.000,108,2180,20545875968,27988037632,2827153408,0,1,0,0,0,0,0,5.753,0,3,40,9
2017-Feb-07 16:35:11.775,0.000,108,2180,20545875968,27988037632,2828357632,0,1,0,0,0,0,0,14.165,0,7,398,69
2017-Feb-07 16:35:21.790,0.312,109,2180,20545904640,27990134784,2828533760,0,1,0,0,0,0,0,5.909,0,6,31,17
2017-Feb-07 16:35:31.805,0.000,109,2180,20545904640,27990134784,2831556608,0,1,0,0,0,0,0,2.638,0,6,32,9
2017-Feb-07 16:35:41.820,0.000,109,2180,20545904640,27990134784,2831478784,0,1,0,0,0,0,0,17.591,0,6,48,12
2017-Feb-07 16:35:51.835,3.271,109,2182,20545904640,27990134784,2827558912,0,1,0,0,0,0,0,44.072,0,6,180,11
2017-Feb-07 16:36:01.850,0.000,109,2182,20545904640,27990134784,2823733248,0,1,0,0,0,0,0,6.688,0,6,63,10
2017-Feb-07 16:36:11.849,0.468,109,2182,20545904640,27990134784,2816675840,0,1,0,0,0,0,0,7.322,0,8,33,10
2017-Feb-07 16:36:21.864,0.000,109,2182,20545904640,27990134784,2816778240,0,1,0,0,0,0,0,7.778,0,6,71,19
2017-Feb-07 16:36:31.879,2.181,108,2179,20545880064,27988037632,2815918080,0,1,0,0,0,0,0,8.245,0,6,113,10
2017-Feb-07 16:36:41.894,76.170,108,2179,20546830336,27988037632,2814050304,0,1,0,0,0,0,0,88.933,13,6,281,112
2017-Feb-07 16:36:51.893,97.350,109,2179,20552122368,27994406912,2810048512,0,1,0,0,0,0,0,109.353,0,6,17,8
2017-Feb-07 16:37:01.955,94.421,109,2179,20550701056,27992985600,2808836096,0,1,0,0,0,0,0,106.659,0,6,40,15
2017-Feb-07 16:37:11.970,99.847,109,2178,20547846144,27990134784,2815631360,0,1,0,0,0,0,0,118.840,0,7,67,21
2017-Feb-07 16:37:21.985,96.887,109,2181,20552384512,27994669056,2816663552,0,1,0,0,0,0,0,110.896,0,6,31,17
2017-Feb-07 16:37:32.000,97.978,109,2180,20559654912,28001923072,2815205376,0,1,0,0,0,0,0,108.715,0,6,18,8
2017-Feb-07 16:37:42.015,99.535,109,2181,20609921024,28052086784,2778521600,0,1,0,0,0,0,0,111.052,0,6,32,8
2017-Feb-07 16:37:52.030,102.651,109,2181,20552122368,27994406912,2821365760,0,1,0,0,0,0,0,151.240,0,6,201,13
2017-Feb-07 16:38:02.061,98.603,108,2179,20550672384,27990888448,2822656000,0,1,0,0,0,0,0,108.702,0,6,68,10
2017-Feb-07 16:38:12.060,17.785,108,2180,20547817472,27988037632,2822664192,0,1,0,0,0,0,0,24.483,0,8,503,11
2017-Feb-07 16:38:22.075,0.000,109,2180,20547846144,27990134784,2822823936,0,1,0,0,0,0,0,5.130,0,6,44,18
2017-Feb-07 16:38:32.090,0.000,109,2180,20547846144,27990134784,2824450048,0,1,0,0,0,0,0,4.663,0,6,382,9
2017-Feb-07 16:38:42.090,36.974,109,2180,20547846144,27990134784,2824036352,0,1,0,0,0,0,0,45.857,0,6,42,9
2017-Feb-07 16:38:52.089,3.120,109,2182,20547846144,27990134784,2824945664,0,1,0,0,0,0,0,10.286,0,6,56,22
2017-Feb-07 16:39:02.104,0.156,109,2182,20547846144,27990134784,2824404992,0,1,0,0,0,0,0,8.090,0,6,54,8
2017-Feb-07 16:39:12.119,0.000,109,2182,20547846144,27990134784,2824196096,0,1,0,0,0,0,0,4.974,0,7,52,9
2017-Feb-07 16:39:22.134,0.000,109,2181,20547846144,27990134784,2824589312,0,1,0,0,0,0,0,5.286,0,6,55,18
2017-Feb-07 16:39:32.149,17.290,108,2179,20547821568,27988037632,2826096640,0,1,0,0,0,0,0,21.174,0,6,50,9
2017-Feb-07 16:39:42.195,95.810,108,2179,20548771840,27988037632,2825834496,0,1,0,0,0,0,0,103.719,0,6,27,8
2017-Feb-07 16:39:52.210,99.535,109,2179,20549787648,27990134784,2820661248,0,1,0,0,0,0,0,140.024,0,6,131,12
2017-Feb-07 16:40:02.225,97.666,109,2179,20600303616,28040552448,2785636352,0,1,0,0,0,0,0,123.046,0,6,86,9
2017-Feb-07 16:40:12.225,98.286,109,2179,20558032896,27998363648,2821029888,0,1,0,0,0,0,0,108.885,0,8,31,10
2017-Feb-07 16:40:22.240,97.978,109,2181,20554170368,27994513408,2821701632,0,1,0,0,0,0,0,111.363,0,6,31,18
2017-Feb-07 16:40:32.255,98.133,109,2181,20571455488,28011761664,2805714944,0,1,0,0,0,0,0,108.092,0,6,24,9
2017-Feb-07 16:40:42.270,100.158,109,2181,20549787648,27990134784,2821595136,0,1,0,0,0,0,0,108.404,0,6,27,9
2017-Feb-07 16:40:52.285,102.495,109,2181,20549787648,27990134784,2823168000,0,1,0,0,0,0,0,112.921,0,6,21,9
2017-Feb-07 16:41:02.300,58.257,108,2180,20550688768,27988037632,2822328320,0,1,0,0,0,0,0,65.412,0,6,19,8
2017-Feb-07 16:41:12.315,0.000,108,2180,20550688768,27988037632,2823090176,0,1,0,0,0,0,0,2.949,0,7,26,10
2017-Feb-07 16:41:22.330,0.156,109,2180,20550717440,27990134784,2823225344,0,1,0,0,0,0,0,5.442,0,6,38,17
2017-Feb-07 16:41:32.345,2.648,109,2179,20550717440,27990134784,2825752576,0,1,0,0,0,0,0,5.597,0,6,19,9
2017-Feb-07 16:41:42.360,94.239,109,2179,20553572352,27992985600,2826575872,0,1,0,0,0,0,0,102.173,0,6,18,8
2017-Feb-07 16:41:52.390,98.914,109,2181,20550717440,27990134784,2824994816,0,1,0,0,0,0,0,111.501,0,6,19,10
2017-Feb-07 16:42:02.405,96.731,109,2181,20573892608,28012544000,2809135104,0,1,0,0,0,0,0,149.526,0,6,212,10
2017-Feb-07 16:42:12.420,98.756,109,2181,20559613952,27998294016,2811232256,0,1,0,0,0,0,0,180.680,0,4,1023,387
2017-Feb-07 16:42:22.435,97.666,109,2181,20553437184,27990134784,2820124672,0,1,0,0,0,0,0,137.532,0,9,197,37
2017-Feb-07 16:42:32.450,97.510,108,2179,20563046400,27997650944,2819506176,0,1,0,0,0,0,0,106.690,0,3,24,6
2017-Feb-07 16:42:42.465,100.003,108,2179,20553412608,27988037632,2816671744,0,1,0,0,0,0,0,109.183,0,6,49,10
2017-Feb-07 16:42:52.480,101.716,109,2179,20558888960,27995574272,2821586944,0,1,0,0,0,0,0,109.650,0,6,58,9
2017-Feb-07 16:43:02.495,70.407,109,2180,20553437184,27990134784,2823499776,0,1,0,0,0,0,0,77.562,0,6,32,8
2017-Feb-07 16:43:12.495,0.000,109,2180,20553437184,27990134784,2822627328,0,1,0,0,0,0,0,4.982,0,8,499,11
2017-Feb-07 16:43:22.510,0.000,109,2182,20553437184,27990134784,2822848512,0,1,0,0,0,0,0,5.286,0,6,32,17
2017-Feb-07 16:43:32.525,0.000,109,2182,20553437184,27990134784,2822971392,0,1,0,0,0,0,0,3.572,0,6,22,8
2017-Feb-07 16:43:42.540,0.467,109,2182,20553527296,27990134784,2824511488,0,1,0,0,0,0,0,6.065,0,6,24,8
2017-Feb-07 16:43:52.555,3.115,109,2182,20553527296,27990134784,2824749056,0,1,0,0,0,0,0,7.778,0,6,19,10
2017-Feb-07 16:44:02.570,0.000,108,2180,20553498624,27988037632,2826616832,0,1,0,0,0,0,0,45.162,0,6,196,9
2017-Feb-07 16:44:12.585,0.156,108,2180,20553498624,27988037632,2826452992,0,1,0,0,0,0,0,4.195,0,7,25,11
2017-Feb-07 16:44:22.600,0.000,109,2180,20553527296,27990134784,2826891264,0,1,0,0,0,0,0,5.909,0,6,30,18
2017-Feb-07 16:44:32.615,0.000,109,2180,20553527296,27990134784,2826776576,0,1,0,0,0,0,0,2.949,0,6,20,9
2017-Feb-07 16:44:42.646,0.311,109,2180,20553527296,27990134784,2827907072,0,1,0,0,0,0,0,5.122,0,6,20,8
2017-Feb-07 16:44:52.661,3.271,109,2182,20553527296,27990134784,2828226560,0,1,0,0,0,0,0,8.245,0,6,17,9
2017-Feb-07 16:45:02.676,0.000,109,2182,20553527296,27990134784,2828095488,0,1,0,0,0,0,0,3.261,0,6,20,8
2017-Feb-07 16:45:12.691,0.000,109,2182,20553527296,27990134784,2828324864,0,1,0,0,0,0,0,4.195,0,7,28,9
2017-Feb-07 16:45:22.706,0.000,109,2182,20553527296,27990134784,2829324288,0,1,0,0,0,0,0,5.597,0,6,34,18
2017-Feb-07 16:45:32.705,0.156,108,2180,20553502720,27988037632,2829340672,0,1,0,0,0,0,0,3.422,0,6,18,9
2017-Feb-07 16:45:42.720,0.000,108,2180,20553502720,27988037632,2834145280,0,1,0,0,0,0,0,5.909,0,6,18,8
2017-Feb-07 16:45:52.735,3.115,109,2180,20553527296,27990134784,2834259968,0,1,0,0,0,0,0,8.557,0,6,20,12
2017-Feb-07 16:46:02.734,0.468,109,2180,20553527296,27990134784,2830508032,0,1,0,0,0,0,0,8.414,0,6,62,10
2017-Feb-07 16:46:12.749,0.000,109,2180,20553527296,27990134784,2833113088,0,1,0,0,0,0,0,40.957,0,7,206,11
2017-Feb-07 16:46:22.764,0.156,109,2182,20553527296,27990134784,2833068032,0,1,0,0,0,0,0,6.532,0,6,46,17
2017-Feb-07 16:46:32.779,0.156,109,2182,20553527296,27990134784,2831544320,0,1,0,0,0,0,0,4.663,0,6,120,11
2017-Feb-07 16:46:42.779,0.156,109,2182,20553527296,27990134784,2831732736,0,1,0,0,0,0,0,6.386,0,6,36,8
2017-Feb-07 16:46:52.778,3.744,109,2182,20553527296,27990134784,2832207872,0,1,0,0,0,0,0,8.414,0,6,34,9
2017-Feb-07 16:47:02.778,0.468,108,2180,20553498624,27988037632,2834923520,0,1,0,0,0,0,0,3.734,0,6,29,10
