Process ID=1508,Messaging Broker Name=AISEmbeddedBroker,Broker Memory Limit=52428800,Broker Store Limit=1073741824
Time,CPU Usage,Threads,Handles,Private Bytes,Virtual Bytes,Available Bytes,Broker Memory Usage,Broker Store Usage,Total Messages Enqueued,Total Messages Dequeued,Number of Pending Messages,Number of Queues,Number of Topics,Total CPU Usage, Process - IO Read Operations/sec, Process - IO Write Operations/sec, System - File Read Operations/sec, System - File Write Operations/sec
2017-Feb-09 01:55:35.581,71.147,73,1791,1840025600,25074147328,18886438912,0,1,0,0,0,0,0,102.774,306,7,738,8
2017-Feb-09 01:55:45.580,85.501,73,1791,1840062464,25074147328,18948546560,0,1,0,0,0,0,0,131.794,440,7,1129,8
2017-Feb-09 01:55:55.594,78.202,74,1791,1840177152,25076244480,18911813632,0,1,0,0,0,0,0,171.469,309,7,1960,18
2017-Feb-09 01:56:05.608,63.559,74,1791,1840267264,25076244480,18882547712,0,1,0,0,0,0,0,114.609,275,7,843,11
2017-Feb-09 01:56:15.622,93.469,74,1792,1852952576,25088831488,18897051648,0,1,0,0,0,0,0,176.921,319,10585,1201,10578
2017-Feb-09 01:56:25.621,18.567,74,1792,1852952576,25088831488,18844962816,0,1,0,0,0,0,0,90.136,52,2320,927,2329
2017-Feb-09 01:56:35.635,5.764,74,1792,1852952576,25088831488,18872492032,0,1,0,0,0,0,0,81.116,1,6,600,7
2017-Feb-09 01:56:45.649,2.181,74,1792,1852952576,25088831488,18964774912,0,1,0,0,0,0,0,66.317,5,6,768,7
2017-Feb-09 01:56:55.663,1.090,74,1792,1852952576,25088831488,18862837760,0,1,0,0,0,0,0,89.684,0,6,972,17
2017-Feb-09 01:57:05.662,2.652,73,1790,1852923904,25086734336,18872893440,0,1,0,0,0,0,0,68.761,2,6,2696,7
2017-Feb-09 01:57:15.676,1.558,74,1790,1852952576,25088831488,18914324480,0,1,0,0,0,0,0,74.573,0,6,3107,7
2017-Feb-09 01:57:25.690,2.025,74,1790,1852952576,25088831488,18958438400,0,1,0,0,0,0,0,46.532,0,6,2283,7
2017-Feb-09 01:57:35.704,2.025,74,1790,1852952576,25088831488,18893279232,0,1,0,0,0,0,0,116.322,0,6,4665,7
2017-Feb-09 01:57:45.718,1.090,74,1790,1852952576,25088831488,18953093120,0,1,0,0,0,0,0,78.623,0,6,2647,7
2017-Feb-09 01:57:55.732,88.328,74,1793,1840459776,25076244480,18940116992,0,1,0,0,0,0,0,171.781,395,7,3372,18
2017-Feb-09 01:58:05.746,81.785,74,1793,1840533504,25076244480,18821632000,0,1,0,0,0,0,0,154.956,367,7,3299,8
2017-Feb-09 01:58:15.807,64.038,74,1790,1840623616,25076244480,18943578112,0,1,0,0,0,0,0,180.440,297,7,4141,9
2017-Feb-09 01:58:25.806,83.005,73,1791,1840709632,25074147328,18940432384,0,1,0,0,0,0,0,184.843,385,8,3854,20
2017-Feb-09 01:58:35.804,77.700,73,1791,1840754688,25074147328,18838519808,0,1,0,0,0,0,0,227.281,316,8,2354,306
2017-Feb-09 01:58:45.818,69.167,73,1791,1840803840,25074147328,18876551168,0,1,0,0,0,0,0,169.600,314,9,11324,10
2017-Feb-09 01:58:55.817,66.466,74,1790,1853513728,25088831488,18893131776,0,1,0,0,0,0,0,112.447,176,12774,763,12785
2017-Feb-09 01:59:05.815,14.354,74,1790,1853513728,25088831488,18757541888,0,1,0,0,0,0,0,83.895,17,6,1822,8
2017-Feb-09 01:59:15.830,4.206,74,1792,1853513728,25088831488,18851999744,0,1,0,0,0,0,0,82.059,0,6,835,9
2017-Feb-09 01:59:25.829,4.212,74,1792,1853513728,25088831488,18908831744,0,1,0,0,0,0,0,38.056,0,6,361,7
2017-Feb-09 01:59:35.844,2.492,74,1792,1853513728,25088831488,18843013120,0,1,0,0,0,0,0,70.708,0,6,758,7
2017-Feb-09 01:59:45.859,2.492,74,1792,1853513728,25088831488,18800902144,0,1,0,0,0,0,0,68.216,0,6,891,7
2017-Feb-09 01:59:55.905,1.708,74,1792,1853513728,25088831488,18897641472,0,1,0,0,0,0,0,34.618,0,6,498,16
2017-Feb-09 02:00:05.905,2.028,73,1790,1853485056,25086734336,18867245056,0,1,0,0,0,0,0,63.954,0,6,1166,9
2017-Feb-09 02:00:15.904,1.092,74,1790,1853513728,25088831488,18774597632,0,1,0,0,0,0,0,102.176,0,6,1356,19
2017-Feb-09 02:00:25.919,1.090,74,1790,1853513728,25088831488,18887385088,0,1,0,0,0,0,0,44.383,0,6,604,7
2017-Feb-09 02:00:35.918,67.552,74,1791,1840975872,25076244480,18846605312,0,1,0,0,0,0,0,105.297,277,7,724,8
2017-Feb-09 02:00:45.918,82.217,74,1791,1841065984,25076244480,18776379392,0,1,0,0,0,0,0,140.399,335,7,1200,8
2017-Feb-09 02:00:55.917,71.921,74,1791,1841139712,25076244480,18887696384,0,1,0,0,0,0,0,123.082,319,7,1109,18
2017-Feb-09 02:01:05.932,56.544,74,1793,1841221632,25076244480,18853502976,0,1,0,0,0,0,0,87.531,240,7,641,9
2017-Feb-09 02:01:15.932,74.729,74,1793,1841303552,25076244480,18827407360,0,1,0,0,0,0,0,126.826,336,8,1121,10
2017-Feb-09 02:01:25.947,68.382,73,1791,1841352704,25074147328,18912522240,0,1,0,0,0,0,0,128.965,315,8,1054,9
2017-Feb-09 02:01:35.946,71.453,73,1790,1854009344,25086734336,18858950656,0,1,0,0,0,0,0,121.054,172,11815,708,11816
2017-Feb-09 02:01:45.946,4.836,73,1790,1854009344,25086734336,18761207808,0,1,0,0,0,0,0,62.706,1,6,857,7
2017-Feb-09 02:01:55.961,7.165,73,1790,1854009344,25086734336,18893172736,0,1,0,0,0,0,0,60.116,25,6,949,16
2017-Feb-09 02:02:05.976,0.467,74,1790,1854033920,25088831488,18902458368,0,1,0,0,0,0,0,57.624,0,6,907,13
2017-Feb-09 02:02:15.991,0.935,74,1790,1854033920,25088831488,18770657280,0,1,0,0,0,0,0,81.300,0,3,729,4
2017-Feb-09 02:02:26.037,1.553,74,1792,1854033920,25088831488,18883231744,0,1,0,0,0,0,0,78.097,0,9,801,10
2017-Feb-09 02:02:36.052,0.623,74,1792,1854033920,25088831488,18898706432,0,1,0,0,0,0,0,54.664,0,3,459,4
2017-Feb-09 02:02:46.067,1.090,74,1792,1854033920,25088831488,18781040640,0,1,0,0,0,0,0,138.623,0,6,784,7
2017-Feb-09 02:02:56.082,1.713,74,1792,1854033920,25088831488,18890772480,0,1,0,0,0,0,0,80.677,0,6,923,17
2017-Feb-09 02:03:06.097,1.402,73,1790,1854005248,25086734336,18885165056,0,1,0,0,0,0,0,66.814,0,6,521,9
2017-Feb-09 02:03:16.096,59.128,73,1791,1841561600,25074147328,18756435968,0,1,0,0,0,0,0,126.514,228,7,1056,9
2017-Feb-09 02:03:26.111,67.759,74,1791,1841672192,25076244480,18815647744,0,1,0,0,0,0,0,134.417,313,7,1333,21
2017-Feb-09 02:03:36.111,80.657,74,1791,1841709056,25076244480,18886393856,0,1,0,0,0,0,0,136.655,367,7,1016,24
2017-Feb-09 02:03:46.110,74.105,74,1791,1841819648,25076244480,18811281408,0,1,0,0,0,0,0,128.074,349,7,1186,8
2017-Feb-09 02:03:56.125,79.909,74,1791,1841893376,25076244480,18765000704,0,1,0,0,0,0,0,149.215,364,8,1489,19
2017-Feb-09 02:04:06.140,76.949,74,1793,1841930240,25076244480,18884202496,0,1,0,0,0,0,0,120.554,349,9,996,10
2017-Feb-09 02:04:16.140,79.097,74,1792,1854615552,25088831488,18735788032,0,1,0,0,0,0,0,126.048,243,12458,959,12459
2017-Feb-09 02:04:26.155,1.402,73,1790,1854590976,25086734336,18751127552,0,1,0,0,0,0,0,64.330,0,6,779,7
2017-Feb-09 02:04:36.170,5.452,73,1790,1854590976,25086734336,18877456384,0,1,0,0,0,0,0,58.255,7,6,720,7
2017-Feb-09 02:04:46.185,1.869,73,1790,1854590976,25086734336,18790420480,0,1,0,0,0,0,0,67.757,0,6,456,7
2017-Feb-09 02:04:56.201,1.246,73,1790,1854590976,25086734336,18806435840,0,1,0,0,0,0,0,81.153,0,6,824,16
2017-Feb-09 02:05:06.216,1.246,74,1790,1854615552,25088831488,18893201408,0,1,0,0,0,0,0,83.022,0,6,679,8
2017-Feb-09 02:05:16.231,1.246,74,1790,1854615552,25088831488,18904084480,0,1,0,0,0,0,0,80.685,1,6,1028,10
2017-Feb-09 02:05:26.246,1.402,74,1792,1854615552,25088831488,18775875584,0,1,0,0,0,0,0,93.925,0,6,719,8
2017-Feb-09 02:05:36.246,2.184,74,1792,1854615552,25088831488,18890682368,0,1,0,0,0,0,0,109.828,0,6,697,7
2017-Feb-09 02:05:46.261,0.779,74,1792,1854615552,25088831488,18898759680,0,1,0,0,0,0,0,67.757,0,6,380,7
2017-Feb-09 02:05:56.261,0.936,74,1792,1854615552,25088831488,18784264192,0,1,0,0,0,0,0,83.931,0,6,694,17
2017-Feb-09 02:06:06.276,0.623,73,1790,1854586880,25086734336,18897940480,0,1,0,0,0,0,0,75.545,0,6,690,7
2017-Feb-09 02:06:16.291,46.885,73,1791,1842012160,25074147328,18827681792,0,1,0,0,0,0,0,98.598,207,7,505,8
2017-Feb-09 02:06:26.307,56.698,74,1791,1842040832,25076244480,18833158144,0,1,0,0,0,0,0,135.981,237,6,908,7
2017-Feb-09 02:06:36.322,82.399,74,1791,1842188288,25076244480,18880876544,0,1,0,0,0,0,0,162.461,362,7,1078,8
2017-Feb-09 02:06:46.337,28.505,74,1791,1842188288,25076244480,18827497472,0,1,0,0,0,0,0,87.383,125,7,606,8
2017-Feb-09 02:06:56.337,71.139,74,1791,1842528256,25076244480,18770935808,0,1,0,0,0,0,0,146.334,298,7,1104,17
2017-Feb-09 02:07:06.352,61.059,74,1793,1842601984,25076244480,18889408512,0,1,0,0,0,0,0,138.474,269,7,1003,8
2017-Feb-09 02:07:16.367,80.997,74,1792,1855287296,25088831488,18798419968,0,1,0,0,0,0,0,139.875,263,10267,601,10269
2017-Feb-09 02:07:26.367,3.588,73,1790,1855262720,25086734336,18743631872,0,1,0,0,0,0,0,92.044,2,6,817,7
2017-Feb-09 02:07:36.382,4.361,73,1790,1855262720,25086734336,18867355648,0,1,0,0,0,0,0,91.745,0,6,702,7
2017-Feb-09 02:07:46.398,1.402,73,1790,1855262720,25086734336,18870767616,0,1,0,0,0,0,0,72.430,1,6,378,7
2017-Feb-09 02:07:56.413,2.492,73,1790,1855262720,25086734336,18759565312,0,1,0,0,0,0,0,88.474,0,6,701,16
2017-Feb-09 02:08:06.428,2.181,74,1790,1855287296,25088831488,18876456960,0,1,0,0,0,0,0,84.268,0,6,682,8
2017-Feb-09 02:08:16.428,1.404,74,1790,1855287296,25088831488,18868228096,0,1,0,0,0,0,0,73.323,0,6,498,7
2017-Feb-09 02:08:26.443,0.467,74,1792,1855287296,25088831488,18754072576,0,1,0,0,0,0,0,73.053,0,6,808,7
2017-Feb-09 02:08:36.458,0.623,74,1792,1855287296,25088831488,18869755904,0,1,0,0,0,0,0,77.570,0,6,792,22
2017-Feb-09 02:08:46.474,0.467,74,1792,1855287296,25088831488,18864619520,0,1,0,0,0,0,0,43.146,0,6,461,7
2017-Feb-09 02:08:56.489,0.467,74,1792,1855287296,25088831488,18764607488,0,1,0,0,0,0,0,54.361,0,6,731,16
2017-Feb-09 02:09:06.504,0.623,73,1790,1855258624,25086734336,18874757120,0,1,0,0,0,0,0,60.748,0,6,731,8
2017-Feb-09 02:09:16.519,11.682,73,1791,1842647040,25074147328,18840977408,0,1,0,0,0,0,0,130.687,30,6,403,8
2017-Feb-09 02:09:26.535,77.725,74,1791,1842749440,25076244480,18739888128,0,1,0,0,0,0,0,156.701,333,6,1042,8
2017-Feb-09 02:09:36.550,69.781,74,1791,1843187712,25076244480,18673262592,0,1,0,0,0,0,0,196.576,309,7,1149,13
2017-Feb-09 02:09:46.644,74.033,74,1791,1843261440,25076244480,18502823936,0,1,0,0,0,0,0,239.724,323,7,811,12
2017-Feb-09 02:09:56.643,70.046,74,1791,1843298304,25076244480,18696474624,0,1,0,0,0,0,0,210.611,337,8,1018,47
2017-Feb-09 02:10:06.643,58.814,74,1793,1843372032,25076244480,18675335168,0,1,0,0,0,0,0,167.710,281,7,1282,147
2017-Feb-09 02:10:16.721,84.055,74,1792,1856020480,25088831488,18704093184,0,1,0,0,0,0,0,193.811,319,6992,1267,7038
2017-Feb-09 02:10:26.721,29.173,73,1790,1856040960,25086734336,18699608064,0,1,0,0,0,0,0,101.564,68,3970,799,3981
2017-Feb-09 02:10:36.736,12.772,73,1790,1856040960,25086734336,18764419072,0,1,0,0,0,0,0,92.372,33,6,877,7
2017-Feb-09 02:10:46.752,1.246,73,1790,1856049152,25086734336,18765950976,0,1,0,0,0,0,0,78.976,0,6,987,7
2017-Feb-09 02:10:56.751,1.560,73,1790,1856049152,25086734336,18652336128,0,1,0,0,0,0,0,60.223,0,6,283,16
2017-Feb-09 02:11:06.767,1.090,74,1790,1856073728,25088831488,18769227776,0,1,0,0,0,0,0,82.403,1,6,660,7
2017-Feb-09 02:11:16.767,0.936,74,1790,1856073728,25088831488,18674302976,0,1,0,0,0,0,0,61.159,0,6,698,8
2017-Feb-09 02:11:26.782,0.312,74,1792,1856073728,25088831488,18667999232,0,1,0,0,0,0,0,36.765,0,6,408,8
2017-Feb-09 02:11:36.797,0.623,74,1792,1856073728,25088831488,18773299200,0,1,0,0,0,0,0,50.628,0,6,711,7
2017-Feb-09 02:11:46.813,0.312,74,1792,1856073728,25088831488,18660139008,0,1,0,0,0,0,0,50.472,0,6,741,7
2017-Feb-09 02:11:56.828,0.312,74,1792,1856073728,25088831488,18656665600,0,1,0,0,0,0,0,33.650,0,6,548,17
2017-Feb-09 02:12:06.828,0.780,73,1790,1856045056,25086734336,18769874944,0,1,0,0,0,0,0,54.607,0,6,1413,44
2017-Feb-09 02:12:16.843,0.312,73,1790,1856045056,25086734336,18690809856,0,1,0,0,0,0,0,54.366,0,6,879,7
2017-Feb-09 02:12:26.859,0.312,74,1791,1843462144,25076244480,18674225152,0,1,0,0,0,0,0,41.282,0,6,1033,26
2017-Feb-09 02:12:36.874,72.429,74,1791,1843511296,25076244480,18782138368,0,1,0,0,0,0,0,119.318,365,7,1103,10
2017-Feb-09 02:12:46.890,40.654,74,1791,1843585024,25076244480,18713677824,0,1,0,0,0,0,0,98.602,200,6,1076,7
2017-Feb-09 02:12:56.905,75.700,74,1791,1843658752,25076244480,18642509824,0,1,0,0,0,0,0,123.991,368,7,1255,18
2017-Feb-09 02:13:06.920,60.747,74,1793,1843740672,25076244480,18767323136,0,1,0,0,0,0,0,99.692,279,7,960,9
2017-Feb-09 02:13:16.936,86.759,74,1793,1843814400,25076244480,18662440960,0,1,0,0,0,0,0,141.592,426,8,1447,10
2017-Feb-09 02:13:26.936,68.954,73,1791,1843863552,25074147328,18659299328,0,1,0,0,0,0,0,106.712,306,8,1130,9
2017-Feb-09 02:13:36.951,55.607,73,1790,1856483328,25086734336,18699894784,0,1,0,0,0,0,0,200.003,150,11540,1899,11854
2017-Feb-09 02:13:46.951,6.552,73,1790,1856483328,25086734336,18611777536,0,1,0,0,0,0,0,87.368,3,6,885,22
2017-Feb-09 02:13:56.966,3.894,73,1790,1856483328,25086734336,18642915328,0,1,0,0,0,0,0,58.104,6,3,615,18
2017-Feb-09 02:14:06.981,0.156,74,1790,1856507904,25088831488,18705690624,0,1,0,0,0,0,0,54.522,0,9,852,10
2017-Feb-09 02:14:16.997,1.869,74,1790,1856507904,25088831488,18703015936,0,1,0,0,0,0,0,72.123,0,3,1732,6
2017-Feb-09 02:14:27.012,1.869,74,1792,1856507904,25088831488,18676817920,0,1,0,0,0,0,0,37.234,0,6,427,7
2017-Feb-09 02:14:37.028,1.558,74,1792,1856507904,25088831488,18332852224,0,1,0,0,0,0,0,107.015,0,6,69039,2800
2017-Feb-09 02:14:47.028,1.248,74,1792,1856507904,25088831488,18452914176,0,1,0,0,0,0,0,160.847,0,6,766,12
2017-Feb-09 02:14:57.043,0.779,74,1792,1856507904,25088831488,18693910528,0,1,0,0,0,0,0,126.797,0,6,62303,28
2017-Feb-09 02:15:07.059,1.713,73,1790,1856479232,25086734336,18610810880,0,1,0,0,0,0,0,152.185,0,6,676,8
2017-Feb-09 02:15:17.074,1.090,73,1790,1856479232,25086734336,18600189952,0,1,0,0,0,0,0,131.002,0,6,791,9
2017-Feb-09 02:15:27.090,0.623,74,1790,1856507904,25088831488,18705264640,0,1,0,0,0,0,0,138.790,0,6,725,7
2017-Feb-09 02:15:37.105,0.935,74,1790,1856507904,25088831488,18583379968,0,1,0,0,0,0,0,122.435,0,6,673,8
2017-Feb-09 02:15:47.105,73.634,74,1791,1843994624,25076244480,18637713408,0,1,0,0,0,0,0,176.291,304,7,586,8
2017-Feb-09 02:15:57.120,74.921,74,1791,1844105216,25076244480,18679836672,0,1,0,0,0,0,0,161.843,344,7,1136,19
2017-Feb-09 02:16:07.136,68.535,74,1793,1844142080,25076244480,18577162240,0,1,0,0,0,0,0,201.561,336,8,1040,9
2017-Feb-09 02:16:17.136,82.994,74,1793,1844240384,25076244480,18616553472,0,1,0,0,0,0,0,209.520,381,7,707,8
2017-Feb-09 02:16:27.151,65.108,73,1791,1844334592,25074147328,18686582784,0,1,0,0,0,0,0,202.029,290,8,1069,9
2017-Feb-09 02:16:37.151,74.258,73,1791,1844371456,25074147328,18570092544,0,1,0,0,0,0,0,223.092,314,8,993,9
2017-Feb-09 02:16:47.151,71.449,73,1790,1857056768,25086734336,18492051456,0,1,0,0,0,0,0,205.464,223,12018,598,12019
2017-Feb-09 02:16:57.166,7.476,73,1790,1857056768,25086734336,18632499200,0,1,0,0,0,0,0,151.251,7,6,721,16
2017-Feb-09 02:17:07.182,7.944,74,1790,1857081344,25088831488,18538622976,0,1,0,0,0,0,0,163.400,19,6,713,7
2017-Feb-09 02:17:17.197,5.919,74,1790,1857081344,25088831488,18538119168,0,1,0,0,0,0,0,145.955,0,6,407,8
2017-Feb-09 02:17:27.213,2.492,74,1792,1857081344,25088831488,18654957568,0,1,0,0,0,0,0,108.884,1,6,718,7
2017-Feb-09 02:17:37.228,1.090,74,1792,1857081344,25088831488,18533507072,0,1,0,0,0,0,0,156.235,0,6,685,7
2017-Feb-09 02:17:47.243,1.402,74,1792,1857081344,25088831488,18534948864,0,1,0,0,0,0,0,136.921,0,6,391,7
2017-Feb-09 02:17:57.259,0.935,74,1792,1857081344,25088831488,18658574336,0,1,0,0,0,0,0,130.535,0,6,695,17
2017-Feb-09 02:18:07.274,0.935,73,1790,1857052672,25086734336,18621898752,0,1,0,0,0,0,0,169.163,0,6,869,10
2017-Feb-09 02:18:17.290,46.572,73,1791,1844486144,25074147328,18501435392,0,1,0,0,0,0,0,113.090,201,7,712,8
2017-Feb-09 02:18:27.290,67.705,74,1791,1844523008,25076244480,18579841024,0,1,0,0,0,0,0,182.219,305,7,778,9
2017-Feb-09 02:18:37.352,71.161,74,1791,1844596736,25076244480,18577149952,0,1,0,0,0,0,0,213.337,309,7,1077,28
2017-Feb-09 02:18:47.367,85.357,74,1791,1844678656,25076244480,18512191488,0,1,0,0,0,0,0,198.290,399,7,995,8
2017-Feb-09 02:18:57.367,72.854,74,1791,1844801536,25076244480,18575548416,0,1,0,0,0,0,0,212.640,321,8,794,18
2017-Feb-09 02:19:07.367,53.893,74,1793,1844846592,25076244480,18589384704,0,1,0,0,0,0,0,189.101,243,7,942,9
2017-Feb-09 02:19:17.367,93.279,74,1792,1857531904,25088831488,18400153600,0,1,0,0,0,0,0,205.785,303,11579,879,11581
2017-Feb-09 02:19:27.382,5.919,73,1790,1857507328,25086734336,18544115712,0,1,0,0,0,0,0,152.185,15,6,1732,9
2017-Feb-09 02:19:37.398,3.894,73,1790,1857507328,25086734336,18622234624,0,1,0,0,0,0,0,106.392,0,6,834,10
2017-Feb-09 02:19:47.413,0.935,73,1790,1857507328,25086734336,18507718656,0,1,0,0,0,0,0,115.738,0,6,527,7
2017-Feb-09 02:19:57.429,0.623,73,1790,1857507328,25086734336,18624647168,0,1,0,0,0,0,0,105.769,0,6,497,24
2017-Feb-09 02:20:07.444,2.336,74,1790,1857531904,25088831488,18613620736,0,1,0,0,0,0,0,81.782,0,6,673,8
2017-Feb-09 02:20:17.460,0.779,74,1790,1857531904,25088831488,18556497920,0,1,0,0,0,0,0,112.934,0,6,1113,8
2017-Feb-09 02:20:27.475,0.623,74,1792,1857531904,25088831488,18563411968,0,1,0,0,0,0,0,59.664,0,6,433,7
2017-Feb-09 02:20:37.491,0.779,74,1792,1857531904,25088831488,18677714944,0,1,0,0,0,0,0,70.411,0,6,752,7
2017-Feb-09 02:20:47.506,0.312,74,1792,1857531904,25088831488,18569302016,0,1,0,0,0,0,0,141.594,0,6,531,7
2017-Feb-09 02:20:57.522,0.312,74,1792,1857531904,25088831488,18608812032,0,1,0,0,0,0,0,139.413,0,6,500,16
2017-Feb-09 02:21:07.537,8.100,74,1793,1844920320,25076244480,18664615936,0,1,0,0,0,0,0,119.009,25,6,814,8
2017-Feb-09 02:21:17.552,47.507,73,1791,1844928512,25074147328,18547572736,0,1,0,0,0,0,0,168.852,197,7,813,8
2017-Feb-09 02:21:27.568,75.699,74,1791,1845112832,25076244480,18602516480,0,1,0,0,0,0,0,177.730,352,7,758,8
2017-Feb-09 02:21:37.568,53.977,74,1791,1845432320,25076244480,18607263744,0,1,0,0,0,0,0,201.720,271,7,960,8
2017-Feb-09 02:21:47.583,59.500,74,1791,1845469184,25076244480,18553344000,0,1,0,0,0,0,0,154.366,308,7,1255,8
2017-Feb-09 02:21:57.599,68.379,74,1791,1845542912,25076244480,18574000128,0,1,0,0,0,0,0,198.602,330,7,944,18
2017-Feb-09 02:22:07.614,58.722,74,1793,1858220032,25088831488,18668822528,0,1,0,0,0,0,0,177.419,263,317,1372,325
2017-Feb-09 02:22:17.614,48.049,74,1792,1858269184,25088831488,18485886976,0,1,0,0,0,0,0,144.467,156,9894,1212,9908
2017-Feb-09 02:22:27.629,2.804,73,1790,1858244608,25086734336,18527346688,0,1,0,0,0,0,0,116.828,8,6,896,9
2017-Feb-09 02:22:37.645,5.763,73,1790,1858244608,25086734336,18650021888,0,1,0,0,0,0,0,103.588,8,6,752,7
2017-Feb-09 02:22:47.660,4.361,73,1790,1858244608,25086734336,18530344960,0,1,0,0,0,0,0,123.526,13,6,704,7
2017-Feb-09 02:22:57.676,0.935,73,1790,1858244608,25086734336,18533568512,0,1,0,0,0,0,0,97.514,0,6,433,16
2017-Feb-09 02:23:07.691,1.246,74,1790,1858269184,25088831488,18647425024,0,1,0,0,0,0,0,121.968,1,6,684,7
2017-Feb-09 02:23:17.707,0.312,74,1790,1858269184,25088831488,18582175744,0,1,0,0,0,0,0,155.612,0,6,794,8
2017-Feb-09 02:23:27.722,1.402,74,1792,1858269184,25088831488,18532007936,0,1,0,0,0,0,0,110.597,0,6,349,7
2017-Feb-09 02:23:37.738,0.779,74,1792,1858269184,25088831488,18588778496,0,1,0,0,0,0,0,101.408,0,6,909,25
2017-Feb-09 02:23:47.753,0.467,74,1792,1858269184,25088831488,18581049344,0,1,0,0,0,0,0,139.413,0,6,556,8
2017-Feb-09 02:23:57.769,1.402,74,1792,1858269184,25088831488,18542530560,0,1,0,0,0,0,0,137.232,0,6,561,17
2017-Feb-09 02:24:07.784,1.246,74,1792,1858269184,25088831488,18528747520,0,1,0,0,0,0,0,104.523,0,6,815,10
2017-Feb-09 02:24:17.800,0.935,73,1790,1858240512,25086734336,18584023040,0,1,0,0,0,0,0,122.903,0,6,391,7
2017-Feb-09 02:24:27.815,59.189,74,1791,1845694464,25076244480,18592497664,0,1,0,0,0,0,0,178.976,265,4,987,5
2017-Feb-09 02:24:37.815,78.158,74,1791,1845768192,25076244480,18623074304,0,1,0,0,0,0,0,194.544,356,9,1199,11
2017-Feb-09 02:24:47.815,52.885,74,1791,1846513664,25076244480,18571358208,0,1,0,0,0,0,0,183.780,217,4,685,5
2017-Feb-09 02:24:57.815,75.818,74,1791,1846587392,25076244480,18646106112,0,1,0,0,0,0,0,218.412,335,7,1011,18
2017-Feb-09 02:25:07.814,46.489,74,1793,1846661120,25076244480,18638876672,0,1,0,0,0,0,0,133.702,220,10,996,12
2017-Feb-09 02:25:17.830,66.665,74,1793,1846861824,25076244480,18573864960,0,1,0,0,0,0,0,201.094,280,4,1387,6
2017-Feb-09 02:25:27.845,53.114,74,1792,1859473408,25088831488,18461470720,0,1,0,0,0,0,0,196.733,178,10130,761,10131
2017-Feb-09 02:25:37.845,3.744,73,1790,1859448832,25086734336,18552307712,0,1,0,0,0,0,0,128.398,0,6,775,7
2017-Feb-09 02:25:47.845,2.964,73,1790,1859448832,25086734336,18556686336,0,1,0,0,0,0,0,70.989,8,6,814,7
2017-Feb-09 02:25:57.860,0.623,73,1790,1859448832,25086734336,18617036800,0,1,0,0,0,0,0,126.329,0,6,337,17
2017-Feb-09 02:26:07.876,0.935,74,1790,1859473408,25088831488,18575384576,0,1,0,0,0,0,0,128.666,0,6,808,8
2017-Feb-09 02:26:17.891,0.623,74,1790,1859473408,25088831488,18554363904,0,1,0,0,0,0,0,112.778,0,6,738,7
2017-Feb-09 02:26:27.907,0.312,74,1792,1859473408,25088831488,18609659904,0,1,0,0,0,0,0,64.804,0,6,39033,38
2017-Feb-09 02:26:37.922,0.623,74,1792,1859473408,25088831488,18581987328,0,1,0,0,0,0,0,96.423,0,6,4478,15
2017-Feb-09 02:26:47.922,0.468,74,1792,1859473408,25088831488,18518315008,0,1,0,0,0,0,0,71.769,0,6,761,7
2017-Feb-09 02:26:57.938,0.156,74,1792,1859473408,25088831488,18584539136,0,1,0,0,0,0,0,57.483,0,6,364,17
2017-Feb-09 02:27:07.953,0.623,74,1792,1859473408,25088831488,18622631936,0,1,0,0,0,0,0,76.019,0,6,669,8
2017-Feb-09 02:27:17.969,0.779,73,1790,1859444736,25086734336,18652438528,0,1,0,0,0,0,0,60.598,0,6,649,10
2017-Feb-09 02:27:27.984,0.623,74,1790,1859473408,25088831488,18663288832,0,1,0,0,0,0,0,61.377,0,6,667,7
2017-Feb-09 02:27:37.984,0.780,74,1790,1859473408,25088831488,18600894464,0,1,0,0,0,0,0,53.829,0,6,595,7
2017-Feb-09 02:27:47.999,0.467,74,1790,1859473408,25088831488,18602315776,0,1,0,0,0,0,0,39.259,0,6,391,7
2017-Feb-09 02:27:58.015,0.623,74,1790,1859473408,25088831488,18586349568,0,1,0,0,0,0,0,54.680,0,6,587,16
2017-Feb-09 02:28:08.030,0.623,74,1792,1859473408,25088831488,18641747968,0,1,0,0,0,0,0,60.754,0,6,714,8
2017-Feb-09 02:28:18.046,1.246,74,1792,1859473408,25088831488,18608295936,0,1,0,0,0,0,0,80.536,0,6,467,7
2017-Feb-09 02:28:28.061,0.623,74,1792,1859473408,25088831488,18548195328,0,1,0,0,0,0,0,61.066,0,6,1080,30
2017-Feb-09 02:28:38.077,0.623,73,1790,1859448832,25086734336,18579079168,0,1,0,0,0,0,0,87.389,0,6,842,18
2017-Feb-09 02:28:48.092,38.629,73,1791,1846947840,25074147328,18585092096,0,1,0,0,0,0,0,167.606,171,6,1369,307
2017-Feb-09 02:28:58.107,62.304,73,1791,1847021568,25074147328,18558930944,0,1,0,0,0,0,0,135.986,296,7,641,17
2017-Feb-09 02:29:08.107,76.286,74,1791,1847119872,25076244480,18610495488,0,1,0,0,0,0,0,150.239,339,7,1056,8
2017-Feb-09 02:29:18.107,66.769,74,1791,1847193600,25076244480,18541936640,0,1,0,0,0,0,0,144.467,290,7,1099,8
2017-Feb-09 02:29:28.123,63.706,74,1793,1847275520,25076244480,18605518848,0,1,0,0,0,0,0,110.909,322,7,669,8
